id	english	chinese	partOfSpeech	note	level	academic	ceecLevel
7554	rotation	(天體)自轉、輪換	noun		中高級		6
7555	rouge	胭脂、口紅；擦胭脂、塗口紅	noun/verb		中高級		
7556	rouse	喚醒、鼓舞	verb		中高級		
7557	row	吵架、口角；爭吵、吵鬧	noun/verb		中高級		1
7558	royalty	王室成員；版稅	noun		中高級		6
7559	ruby	紅寶石、深紅色	noun		中高級		
7560	rugby	橄欖球運動	noun		中高級		
7561	rugged	崎嶇的、粗獷的、耐用的	adj.		中高級		6
7562	ruling	統治的、占優勢的；裁決	adj./noun		中高級		
7563	rumble	隆隆響、發出低沉聲；轟隆聲	verb/noun		中高級		
7564	run-up	(重要事情的)準備、助跑	noun		中高級		
7565	runner-up	亞軍	noun		中高級		
7566	rupture	破裂；使破裂	noun/verb		中高級		
7567	rustle	急忙行動	verb		中高級		
7568	rustle	(使)沙沙作響；窸窣聲	verb/noun		中高級		
7569	ruthless	殘酷無情的	adj.		中高級		6
7570	résumé	概述、(求職)簡歷	noun		中高級		
7571	sacred	神聖的、受崇敬的	adj.		中高級		5
7572	saddle	馬鞍；肩負重任	noun/verb		中高級		5
7573	safari	(在非洲)遊獵、長途旅行	noun		中高級		
7574	safeguard	保衛；安全措施	verb/noun		中高級		
7575	saint	聖人、聖人般的人	noun		中高級		5
7576	salmon	鮭魚	noun		中高級		5
7577	salon	美髮廳、沙龍	noun		中高級		5
7578	saloon	轎車、酒吧	noun		中高級		
7579	salutation	招呼致意、(信函開頭)稱呼語	noun		中高級		
7580	salute	向…行禮；敬禮	verb/noun		中高級		6
7581	salvage	搶救、打撈；搶救、廢物利用	verb/noun		中高級		6
7582	salvation	救贖、救助(的途徑)	noun		中高級		
7583	sanctuary	庇護、避難所、禁獵區	noun		中高級		
7584	sandal	涼鞋	noun		中高級		5
7585	sandy	含沙的、淺棕色的	adj.		中高級		
7586	sane	神智健全的、明智的	adj.		中高級		
7587	sanitation	衛生設備	noun		中高級		6
7588	satisfied	滿意的、信服的	adj.		中高級		
7589	saturate	使濕透、使飽和	verb		中高級		
7590	Saudi Arabia	沙烏地阿拉伯	noun		中高級		
7591	savage	兇猛的、野蠻的；野蠻人；猛烈攻擊	adj./noun/verb		中高級		6
7592	scandal	醜聞	noun		中高級		5
7593	scar	傷疤、創傷；結疤、留下疤痕	noun/verb		中高級		5
7594	scarecrow	稻草人	noun		中高級		
7595	scattered	分散的、稀疏的	adj.		中高級		
7596	scenario	設想的情況、情節	noun		中高級	L9	5
7597	scenic	風景優美的	adj.		中高級		6
7598	scent	香味；聞到	noun/verb		中高級		5
7599	scope	範圍、能力範圍	noun		中高級	L6	5
7600	scorn	輕蔑、鄙視	noun/verb		中高級		6
7601	scramble	攀爬、爭搶	verb/noun		中高級		5
7602	scrap	碎片、廢料；廢棄、取消	noun/verb		中高級		5
7603	scrape	刮掉、削去、擦傷	verb/noun		中高級		6
7604	screwdriver	螺絲起子	noun		中高級		6
7605	script	劇本、筆跡；為(電影、戲劇等)寫稿	noun/verb		中高級		5
7606	scroll	卷軸、捲屏；滾動	noun/verb		中高級		6
7607	scrutiny	仔細檢查	noun		中高級		6
7608	sculptor	雕刻家	noun		中高級		6
7609	sculpture	雕塑、雕刻	verb	= sculpt	中高級		4
7610	seam	接縫、礦層	noun		中高級		
7611	seasonable	應時的、合時令的	adj.		中高級		
7612	seasonal	季節性的	adj.		中高級		
7613	seasoned	經驗老道的、調好味的	adj.		中高級		
7614	seasoning	調味料	noun		中高級		
7615	secrecy	秘密、保密	noun		中高級		
7616	secretary general	秘書長、總幹事	noun		中高級		
7617	seduce	誘惑、誘騙	verb		中高級		6
7618	seduction	誘惑、魅力	noun		中高級		
7619	seductive	誘惑的、有魅力的	adj.		中高級		
7620	seeming	看似的、表面上的	adj.		中高級		
7621	segment	部分、分段；分裂、分割	noun/verb		中高級		5
7622	segregate	(種族、宗教)隔離	verb		中高級		
7623	segregation	隔離政策	noun		中高級		
7624	selective	有選擇的、仔細挑選的	adj.		中高級		6
7625	self-esteem	自尊心	noun		中高級		
7626	semi-final	準決賽	noun		中高級		
7627	semiconductor	半導體	noun		中高級		
7628	seminar	專題討論課、研討會	noun		中高級		5
7629	senate	參議院	noun		中高級		
7630	senator	參議員	noun		中高級		5
7631	sensation	感覺、知覺；轟動	noun		中高級		5
7632	sensational	聳動的、煽情的	adj.		中高級		
7633	sensitivity	體貼、敏感	noun		中高級		5
7634	sentiment	情操、多愁善感	noun		中高級		5
7635	sentimental	情感的、多愁善感的	adj.		中高級		5
7636	separatism	分離主義、獨立主義	noun		中高級		
7637	separatist	分離主義的；獨立主義者	adj./noun		中高級		
7638	sequence	一系列、次序	noun		中高級	L3	5
7639	serene	平靜的、安詳的	adj.		中高級		6
7640	serenity	平靜、安詳	noun		中高級		
7641	sergeant	軍士、中士、巡佐	noun		中高級		6
7642	serial	連續劇；連續的	noun/adj.		中高級		6
7643	seriously	嚴重地、說實在地	adv.		中高級		
7644	sermon	佈道	noun		中高級		6
7645	server	侍者、服務生	noun		中高級		5
7646	serviceman	軍人	noun		中高級		
7647	servicewoman	女軍人、女兵	noun		中高級		
7648	serving	(一份)食物	noun		中高級		6
7649	setback	阻礙、障礙	noun		中高級		6
7650	setting	情節背景；(儀器)調節	noun		中高級		5
7651	settled	穩定的、安定的	adj.		中高級		
7652	sewer	汙水管、下水道	noun		中高級		
7653	sexuality	性徵、性慾、性行為	noun		中高級		
7654	shabby	破舊的、不公正的	adj.		中高級		6
7655	shaft	井狀通道、一束(光)；虧待	noun/verb		中高級		
7656	shape	塑造	verb		中高級		1
7657	shareholder	股東	noun		中高級		5
7658	shatter	破碎、粉碎	verb		中高級		5
7659	shear	剪羊毛；(修剪枝葉用)大剪刀	verb/noun		中高級		
7660	shed	棚子；擺脫、使落下	noun/verb		中高級		5
7661	sheriff	郡保安官	noun		中高級		5
7662	sherry	雪利酒	noun		中高級		
7663	shield	盾牌；保護	noun/verb		中高級		5
7664	shilling	先令	noun		中高級		
7665	shipment	運輸、運輸的貨物	noun		中高級		
7666	shipping	運輸、船運	noun		中高級		
7667	shiver	顫抖；哆嗦	verb/noun		中高級		5
7668	shooting	槍擊、(電影)拍攝	noun		中高級		
7669	shoplift	在商店順手牽羊	verb		中高級		
7670	shove	推擠、亂放、挪動身體；推	verb/noun		中高級		5
7671	shred	撕碎；碎片	verb/noun		中高級		6
7672	shrewd	精明的、高明的	adj.		中高級		
7673	shriek	尖叫；尖叫聲	verb/noun		中高級		6
7674	shrine	聖地、神廟	noun		中高級		
7675	shrub	灌木	noun		中高級		6
7676	shudder	發抖、劇烈震動	verb/noun		中高級		
7677	shuffle	拖著腳走；洗牌	verb/noun		中高級		6
7678	shun	避開、迴避	verb		中高級		
7679	shutter	百葉窗；相機快門	noun		中高級		6
7680	shutter	關上...的百葉窗或快門；停止營業	verb		中高級		6
7681	sibling	兄弟姊妹	noun		中高級		5
7682	side effect	副作用	noun		中高級		
7683	sideways	橫斜地、橫向一邊地；橫斜的、橫向一邊的	adv./adj.		中高級		
7684	siege	圍城、封鎖	noun		中高級		5
7685	signify	意味著、表示	verb		中高級		
7686	silicon	矽	noun		中高級		
7687	silkworm	蠶	noun		中高級		
7688	simmer	充滿(怒氣)、用文火燉煮；(情緒)快要爆發、快沸騰的狀態	verb/noun		中高級		
7689	simplicity	簡單、質樸	noun		中高級		6
7690	simulate	假裝、冒充、模擬	verb		中高級	L7	
7691	simulation	模擬、冒充	noun		中高級		
7692	simultaneous	同時的、同步的	adj.		中高級		6
7693	sincerity	真誠、誠懇	noun		中高級		4
7694	sinister	邪惡的、不祥的	adj.		中高級		
7695	sit-down	坐在餐桌前的、靜坐抗議的	adj.		中高級		
7696	sit-down	坐下休息	noun		中高級		
7697	sit-in	靜坐示威、靜坐罷工	noun		中高級		
7698	situated	坐落於...的、處於…境地的	adj.		中高級		
7699	skeleton	骨架、骨骼標本；只有輪廓的	noun/adj.		中高級		5
7700	skeptical	懷疑的	adj.	= sceptical (British English), skeptic, sceptic	中高級		6
7701	skilled	有技能的、熟練的	adj.		中高級		2
7702	skipper	(小船)船長、(運動隊)隊長；當隊長	noun/verb		中高級		
7703	skirt	環繞…的四週、避開(話題)	verb		中高級		1
7704	skull	頭蓋骨、腦筋	noun		中高級		5
7705	slack	鬆弛的、蕭條的、懈怠的	adj.		中高級		
7706	slack	(繩索等的)鬆弛部分、蕭條期、懈怠	noun		中高級		
7707	slack	放鬆、變鬆弛、減緩	verb		中高級		
7708	slam	砰然關上、使勁擲於；猛關或猛撞(的聲音)	verb/noun		中高級		5
7709	slap	正好、恰好	adv.		中高級		5
7710	slap	拍、掌摑；輕拍、(一記)耳光	verb/noun		中高級		5
7711	slash	砍、劈、大幅削減；砍、劈、長而窄的切口	verb/noun		中高級		6
7712	slate	石板	noun		中高級		
7713	slate	預定；(在報紙評論中)抨擊	verb		中高級		
7714	slaughter	屠宰、殺戮	verb/noun		中高級		6
7715	slay	殺死、殘害、謀殺	verb		中高級		6
7716	sled	雪橇；乘雪橇	noun/verb	= sledge (British English)	中高級		
7717	sleigh	(馬拉的)雪橇；乘雪橇	noun/verb		中高級		
7718	slick	光滑的、熟練的、巧妙的；熟練地、靈巧地	adj/adv		中高級		
7719	slick	水面浮油	noun		中高級		
7720	slick	使光滑平整	verb		中高級		
7721	slit	在…直直畫一刀、切開；狹長的切口	verb/noun		中高級		
7722	sloppy	馬虎的、凌亂的	adj.		中高級		6
7723	slot	狹縫；(自動販賣機等的)投幣口；(計畫表中的)時間	noun		中高級		5
7724	slot	在...上開狹長的孔；投放、插入；為...安排時間	verb		中高級		5
7725	slum	平民窟；過簡樸生活	noun/verb		中高級		6
7726	slump	驟降、衰退	noun		中高級		6
7727	slump	驟降、衰退、重重地坐下	verb		中高級		6
7728	sly	狡詐的、詭祕的	adj.		中高級		6
7729	smack	掌摑、打；打巴掌；砰然作響地、不偏不倚地	verb/noun/adv.		中高級		
7730	smallpox	天花	noun		中高級		
7731	smash	打碎、猛烈碰撞；破碎	verb/noun		中高級		5
7732	smother	悶死	verb		中高級		
7733	smuggle	走私、偷運	verb		中高級		6
7734	snare	陷阱、騙局；設陷阱	noun/verb		中高級		
7735	snarl	齜牙低吼、咆哮；毛髮糾結、混亂	noun		中高級		
7736	snarl	齜牙低吼、咆哮；把...纏作一團	verb		中高級		
7737	snatch	奪去、搶走；抓、奪	verb/noun		中高級		5
7738	sneer	嘲笑、譏笑	noun/verb		中高級		
7739	sniff	嗅、聞；嗅、聞、吸氣聲	verb/noun		中高級		5
7740	snore	打呼聲；打呼	noun/verb		中高級		6
7741	snorkel	潛水；潛水用呼吸管	verb/noun		中高級		
7742	snort	鼻息聲、哼聲；從鼻中噴氣作聲	noun/verb		中高級		
7743	so-called	所謂的	adj.		中高級	L10	
7744	soak	浸泡、使濕透；浸泡	verb/noun		中高級		5
7745	soar	急升、高飛	verb		中高級		5
7746	sober	未醉的、冷靜的；使冷靜、使清醒	adj./verb		中高級		5
7747	socialism	社會主義	noun		中高級		6
7748	socialist	社會主義(相關)的；社會主義者	adj./noun		中高級		6
7749	socialize	交際、使適應社會	verb	= socialise	中高級		6
7750	sociology	社會學	noun		中高級		6
7751	sodium	鈉	noun		中高級		
7752	soften	軟化、變溫和	verb		中高級		5
7753	sole	唯一的	adj.		中高級	L7	5
7754	sole	腳底、鞋底；給(鞋)換底	noun/verb		中高級	L7	5
7755	solemn	莊重的、嚴肅的	adj.		中高級		6
7756	solicitor	(市鎮)法務官、訴狀律師	noun		中高級		
7757	solidarity	團結、相互支持	noun		中高級		6
7758	solitary	獨自的、獨處的；隱士	adj./noun		中高級		6
7759	solitude	獨處、獨居	noun		中高級		6
7760	solo	單人表演；獨自的；獨自地	noun/adj./adv.		中高級		5
7761	soluble	可溶的、可解決的	adj.		中高級		
7762	someday	有朝一日、將來	adv.		中高級		3
7763	soothe	安慰、緩解	verb		中高級		6
7764	sophisticated	見多識廣的、精密的	adj.		中高級		5
7765	sophomore	(大學、中學)二年級學生	noun		中高級		5
7766	sorrowful	悲傷的、悲痛的	adj.		中高級		6
7767	soundtrack	(電影)配樂、原聲帶	noun		中高級		
7768	sovereign	有主權的；君主、元首	adj./noun		中高級		6
7769	sovereignty	主權、獨立自主	noun		中高級		5
7770	spacious	(房間)寬敞的	adj.		中高級		5
7771	span	一段時間、跨度；橫跨、持續	noun/verb		中高級		6
7772	spatial	空間的	adj.		中高級		
7773	specialist	專家、專科醫師	noun		中高級		5
7774	specialize	專攻、專門研究	verb	= specialise (British English)	中高級		5
7775	specially	專門地、特意	adv.	= especially	中高級		
7776	specialty	地方特產、專長	noun	= speciality (British English)	中高級		5
7777	specification	規格、規範	noun		中高級		
7778	specify	具體說明、明確規定	verb		中高級	L3	5
7779	specimen	樣品、標本、檢體	noun		中高級		5
7780	spectacle	精彩的表演、壯觀的景象、眼鏡(複數)	noun		中高級		6
7781	spectacular	壯觀的、壯麗的；精彩的表演	adj./noun		中高級		5
7782	spectrum	光譜、頻譜、範圍	noun		中高級		5
7783	speculate	推測、投機	verb		中高級		5
7784	speculation	推測、投機買賣	noun		中高級		
7785	sperm	精子、精液	noun		中高級		
7786	sphere	(幾何學)球體、範圍、領域	noun		中高級	L9	5
7787	spike	尖刺、釘鞋；(通常指在下跌前)非常高的數量	noun		中高級		
7788	spike	用尖物刺入；上升至非常高的數量	verb		中高級		
7789	spine	脊椎、刺、書背	noun		中高級		5
7790	spiral	螺旋；螺旋的；螺旋式上升(下降)、急劇增長	noun/adj./verb		中高級		6
7791	spire	(教堂)尖塔、尖頂	noun		中高級		
7792	splendor	壯麗、華麗	noun	= splendour (British English)	中高級		6
7793	spokesperson	發言人	noun	= spokesman, spokeswoman	中高級		2
7794	sponge	海綿；用海綿(濕布)清洗	noun/verb		中高級		5
7795	sponsorship	資助、贊助款	noun		中高級		5
7796	spontaneous	自發的、自然的	adj.		中高級		6
7797	sporting	體育運動的、有運動員風範的	adj.		中高級		
7798	spotlight	聚光燈、(大眾的)注目；特別關注	noun/verb		中高級		6
7799	spouse	配偶	noun		中高級		5
7800	sprain	扭傷	verb/noun		中高級		
7801	sprawl	(伸開四肢)躺臥、蔓延；隨意擴展	verb/noun		中高級		
7802	spring	跳躍起、反彈、湧出	verb		中高級		1
7803	sprint	短跑；全速衝刺	noun/verb		中高級		
7804	spur	激勵鼓舞；馬刺、靴刺	verb/noun		中高級		6
7805	squad	(軍警)班、小組、(運動)代表隊	noun		中高級		5
7806	squash	壓扁、塞入；壁球	verb/noun		中高級		5
7807	squat	蹲坐、占用(房子、地方)；矮胖的；蹲坐、偷住的房子	verb/adj./noun		中高級		5
7808	stability	穩定(性)	noun		中高級		5
7809	stabilize	穩定、穩固	verb		中高級		6
7810	stack	一疊、大量；堆疊	noun/verb		中高級		5
7811	stagger	踉蹌、使動搖、使震驚；蹣跚	verb/noun		中高級		6
7812	stain	汙漬；給…染色	noun/verb		中高級		5
7813	stainless	無汙點的、不生鏽的	adj.		中高級		
7814	stale	不新鮮的、陳腐的；變不新鮮	adj./verb		中高級		3
7815	stalk	葉柄、花梗、莖	noun		中高級		
7816	stalk	跟蹤、潛近	verb		中高級		
7817	stall	貨攤、馬廄、牛棚	noun		中高級		5
7818	stall	熄火、拋錨、拖延時間	verb		中高級		5
7819	stammer	口吃、結巴	verb/noun		中高級		
7820	stance	立場、站姿	noun		中高級		5
7821	stand-up	直立的；(喜劇)單口表演	adj./noun		中高級		
7822	standpoint	立場、觀點	noun		中高級		
7823	stanza	(詩的)節、段	noun		中高級		
7824	staple	基本的、主要的	adj.		中高級		6
7825	staple	釘書針；用釘書針裝釘	noun/verb		中高級		6
7826	stapler	釘書機	noun		中高級		
7827	starch	澱粉；(衣服)上漿	noun/verb		中高級		
7828	stark	嚴酷的、鮮明的、赤裸的；完全地	adj./adv.		中高級		
7829	starter	開胃菜、起跑者、起步階段	noun		中高級		
7830	startle	使驚嚇	verb		中高級		5
7831	statesman	政治家	noun		中高級		6
7832	stateswoman	女政治家	noun		中高級		
7833	static	靜止的、靜力的	adj.		中高級		
7834	static	靜電、靜力學	noun		中高級		
7835	station	駐紮、部署、配置	verb		中高級		1
7836	stationary	靜止的、穩定的	adj.		中高級		6
7837	statistic	統計數字、統計資料	noun		中高級	L4	4
7838	statistical	統計分析的	adj.		中高級	L4	5
7839	statistician	統計學家	noun		中高級		
7840	statistics	統計資料、統計學	noun		中高級		
7841	stature	聲望、身高	noun		中高級		6
7842	statutory	法定的	adj.		中高級		
7843	steamer	汽船、蒸鍋	noun		中高級		
7844	steep	浸泡	verb		中高級		3
7845	stepchild	繼子、繼女	noun		中高級		6
7846	stereotype	刻版印象；使…成為定型	noun/verb		中高級		5
7847	sterling	優秀的	adj.		中高級		
7848	sterling	英鎊	noun		中高級		
7849	stern	嚴厲的、嚴峻的	adj.		中高級		
7850	stern	船尾	noun		中高級		
7851	stew	燉、思考、擔憂；燉菜	verb/noun		中高級		5
7852	steward	(飛機輪船等)服務員、統籌人	noun	= stewardess = attendant	中高級		
7853	still	(電影)劇照；(釀酒用的)蒸餾器	noun		中高級		1
7854	stimulating	有啟發性的、能激發靈感的	adj.		中高級		
7855	stimulation	刺激、促進	noun		中高級		6
7856	stimulus	刺激、刺激物	noun		中高級		5
7857	stink	發出異味、令人厭惡；惡臭	verb/noun		中高級		5
7858	stoop	俯身、彎腰；駝背	verb/noun		中高級		
7859	storage	儲藏(空間)、保管	noun		中高級		5
7860	stout	粗壯結實的、勇敢的、頑強的	adj.		中高級		
7861	straighten	使變直、挺直	verb		中高級		5
7862	straightforward	簡單易懂的、坦誠的	adj.		中高級	L10	5
7863	strain	壓力、拉傷、品種；拉傷、盡力	noun/verb		中高級		5
7864	strained	緊張的、不自然的	adj.		中高級		
7865	strait	海峽、(經濟)困境	noun		中高級		6
7866	strangle	勒死、壓制	verb		中高級		6
7867	strap	帶子；用帶子繫好	noun/verb		中高級		5
7868	strategic	戰略性的	adj.		中高級	L2	5
7869	stray	迷路、離題；走失的；走失的家畜	verb/adj./noun		中高級		6
7870	streak	條紋；(負面)性格	noun		中高級		
7871	streak	使佈滿條紋；飛奔	verb		中高級		
7872	stride	大步走；大步、進步	verb/noun		中高級		6
7873	striker	罷工者、(足球)前鋒	noun		中高級		
7874	striking	醒目的、顯著的、標致的	adj.		中高級		5
7875	stripe	條紋、線條	noun		中高級		4
7876	stroll	散步、閒逛	verb/noun		中高級		6
7877	structural	結構上的	adj.		中高級		5
7878	stuck	卡住、困於	adj.		中高級		
7879	stumble	絆倒、失足；錯誤	noun		中高級		5
7880	stumble	摔倒；犯錯；結巴地說；偶然遇到	verb		中高級		5
7881	stump	(樹倒或被砍後遺留下的)殘幹、殘肢、(鉛筆)頭、(菸)蒂	noun		中高級		
7882	stump	砍去...的樹幹；笨重地行走；遊說	verb		中高級		
7883	stun	使昏迷、使震驚	verb		中高級		6
7884	stunning	極有魅力的、令人印象深刻的	adj.		中高級		
7885	stunt	特技表演、噱頭	noun		中高級		
7886	stunt	阻礙發展、遏制	verb		中高級		
7887	sturdy	堅固的、強壯的、堅決的	adj.		中高級		5
7888	stutter	口吃、結巴	verb/noun		中高級		6
7889	stylish	時髦的、高雅的	adj.		中高級		6
7890	stylistic	風格上的、文體上的	adj.		中高級		
7891	sub	替補隊員、代理人、會費	noun		中高級		
7892	sub	臨時代替他人做...	verb		中高級		
7893	subjective	主觀的、主語的	adj.		中高級		6
7894	submerge	潛入水中、淹沒、掩蓋(情感)	verb		中高級		
7895	submersion	潛入水中、淹沒	noun		中高級		
7896	submit	提交、屈服	verb		中高級	L7	5
7897	subordinate	部屬；從屬的；置於次要地位	noun/adj./verb		中高級	L9	6
7898	subscribe	定期訂閱、訂購、申請	verb		中高級		6
7899	subscription	訂閱(報刊)、捐款	noun		中高級		6
7900	subsequent	隨後的、後來的	adj.		中高級	L4	5
7901	subsidiary	子公司；輔助的	noun/adj.		中高級	L6	
7902	subsidize	補助、發津貼	verb		中高級		6
7903	subsidy	補貼、補助金	noun		中高級	L6	5
7904	substantial	大量的、重大的、堅固的	adj.		中高級		5
7905	substantially	非常、大體上	adv.		中高級		
7906	substitution	代理、代用、候補者	noun		中高級		
7907	subtle	不易察覺的、巧妙的	adj.		中高級		5
7908	subtlety	巧妙、微妙之處	noun		中高級		
7909	suburban	郊區的、呆板的	adj.		中高級		5
7910	succession	連續、繼承	noun		中高級	L7	6
7911	successive	連續的、相繼的	adj.		中高級		
7912	successor	繼任者、接替的事物	noun		中高級	L7	5
7913	sue	控告、提起告訴	verb		中高級		4
7914	suffocate	窒息、悶死	verb		中高級		6
7915	suite	套房、一套傢具、組曲	noun		中高級		5
7916	sulfur	硫磺	noun	= sulphur (British English)	中高級		
7917	summon	傳喚出庭、召喚	verb		中高級		6
7918	sunshine	陽光、歡樂	noun		中高級		
7919	superficial	膚淺的、表面的	adj.		中高級		6
7920	superintendent	監管人、大樓管理員	noun		中高級		
7921	superiority	優越性、優勢	noun		中高級		6
7922	superpower	超級大國	noun		中高級		
7923	supersonic	超音速的	adj.		中高級		
7924	superstition	迷信、迷信觀念	noun		中高級		5
7925	superstitious	迷信的、有迷信觀念的	adj.		中高級		6
7926	supervise	監督、管理	verb		中高級		5
7927	supervision	監督、管理	noun		中高級		5
7928	supplement	補充、添加；添加物	verb/noun		中高級	L9	6
7929	supplementary	補充的	adj.		中高級	L9	
7930	supplier	供貨商、供應者	noun		中高級		
7931	supportive	支持的、鼓勵的	adj.		中高級		
7932	suppress	鎮壓、抑制	verb		中高級		6
7933	surge	大浪、波濤；(海浪的)洶湧、奔騰	noun		中高級		6
7934	surge	(數量)激增、(人群)蜂擁而入；(海浪)洶湧、奔騰	verb		中高級		6
7935	surgical	外科的、外科手術的	adj.		中高級		6
7936	surpass	超過、勝過	verb		中高級		6
7937	surplus	盈餘；剩餘的	noun/adj.		中高級		5
7938	surveillance	監視、看守、監督	noun		中高級		5
7939	susceptible	敏感的、容許…的	adj.		中高級		
7940	suspense	不確定的狀態、懸疑	noun		中高級		6
7941	sustain	維持、遭受	verb		中高級	L5	5
7942	sustainable	可持續的；能長期保持的	adj.		中高級		5
7943	swamp	沼澤	noun		中高級		6
7944	swamp	淹沒、應接不暇	verb		中高級		6
7945	swap	交換；交換物	verb/noun		中高級		5
7946	swarm	(昆蟲等的)群、蜂群、一大批	noun		中高級		6
7947	swarm	蜂擁、成群結隊地移動	verb		中高級		6
7948	sway	使搖擺、動搖、說服；搖擺、支配	verb/noun		中高級		4
7949	swollen	膨脹的、腫大的	adj.		中高級		
7950	syllabus	教學大綱	noun		中高級		
7951	symbolic	象徵性的、作為象徵的	adj.	= symbolical	中高級	L5	5
7952	symbolism	象徵主義、象徵手法	noun		中高級		
7953	symmetrical	對稱的	adj.		中高級		
7954	symmetry	對稱、相等	noun		中高級		6
7955	symposium	研討會、座談會	noun		中高級		
7956	syndicate	財團；組成企業聯盟	noun/verb		中高級		
7957	syndrome	綜合症狀、典型表現	noun		中高級		5
7958	synonym	同義詞	noun		中高級		6
7959	synonymous	同義的、等同於的	adj.		中高級		
7960	syntactic	句法上的	adj.		中高級		
7961	syntax	句法、語構	noun		中高級		
7962	synthesis	綜合、合成	noun		中高級		
7963	synthetic	人造的、合成的；合成物、合成纖維	adj./noun		中高級		6
7964	tablespoon	餐匙	noun		中高級		
7965	tableware	餐具	noun		中高級		
7966	tabloid	通俗小報	noun		中高級		
7967	taboo	禁忌、避諱	noun		中高級		
7968	tackle	(美式足球中的)擒抱阻截	noun		中高級		5
7969	tackle	著手對付(或處理)、與...交涉；(美式足球中)擒抱阻截	verb		中高級		5
7970	taco	墨西哥煎玉米粉捲	noun		中高級		
7971	tact	老練、圓通、機智	noun		中高級		
7972	tactic	策略、手段	noun		中高級		5
7973	tactical	策略上的、戰術上的	adj.		中高級		
7974	tactics	戰術、兵法	noun		中高級		
7975	tailor-made	特製的、訂做的	adj.		中高級		
7976	takeaway	外賣餐館	noun	= carryout, takeout	中高級		
7977	takeover	收購、接管	noun		中高級		
7978	tally	記錄；吻合、相符	noun/verb		中高級		
7979	tan	棕褐色、皮膚經日曬而成的褐色；曬黑	noun/verb		中高級		6
7980	tangle	糾結；纏結成一團	noun/verb		中高級		5
7981	tango	(跳)探戈舞	noun		中高級		
7982	tanker	油罐車、油槽車	noun		中高級		
7983	tar	瀝青、尼古丁；用柏油鋪	noun/verb		中高級		
7984	tardy	遲緩的、遲到的	adj.		中高級		
7985	tariff	關稅、價目表	noun		中高級		
7986	tart	水果餡餅	noun		中高級		
7987	tasteful	有審美眼光的、高雅的	adj.		中高級		
7988	tasteless	無味的、粗俗的	adj.		中高級		
7989	tattoo	刺青	noun		中高級		
7990	taunt	嘲笑的言詞；嘲笑、奚落	noun/verb		中高級		
7991	tavern	酒館、小旅店、客棧	noun		中高級		
7992	tax-free	免稅的	adj.		中高級		
7993	taxation	稅金、稅制、課稅	noun		中高級		
7994	taxpayer	納稅人	noun		中高級		
7995	teammate	隊友	noun		中高級		
7996	teamwork	聯合作業、協調合作	noun		中高級		
7997	teaspoon	茶匙	noun		中高級		
7998	tedious	冗長的、單調乏味的、囉嗦的	adj.		中高級		6
7999	teens	十幾歲、青少年們	noun		中高級		2
8000	telecommunication	電信、電訊	noun		中高級		
8001	teller	出納員、提款機、敘述者	noun		中高級		6
8002	temperament	氣質、性情	noun		中高級		
8003	tempest	暴風雨、暴風雪	noun		中高級		
8004	tempo	節奏、速度	noun		中高級		6
8005	tempt	引誘、誘惑、勸誘	verb		中高級		5
8006	temptation	引誘、誘惑	noun		中高級		5
8007	tentative	暫定的、不確定的、猶豫不定的	adj.		中高級		6
8008	terminate	結束、終止	verb		中高級	L8	
8009	termination	結束、終止	noun		中高級		
8010	terminology	術語、專門用語	noun		中高級		
8011	termite	白蟻	noun		中高級		
8012	terrace	露天平台、階梯看台、梯田	noun		中高級		6
8013	terrain	地勢、地形	noun		中高級		
8014	terrestrial	陸棲的、地球上的	adj.		中高級		
8015	territorial	陸地的、陸生的；陸地生物	adj./noun		中高級		
8016	terrorism	恐怖主義	noun		中高級		2
8017	terrorist	恐怖份子、恐怖主義者	noun		中高級		2
8018	tertiary	第三的、第三級的	adj.		中高級		
8019	testament	證據、證明	noun		中高級		
8020	testify	作證、成為證據	verb		中高級		5
8021	testimony	證據、口供	noun		中高級		
8022	textile	紡織品	noun		中高級		6
8023	textual	文本的	adj.		中高級		
8024	texture	質地、口感	noun		中高級		5
8025	theatrical	戲劇的、誇張的	adj.		中高級		
8026	theoretical	理論上的	adj.		中高級	L1	5
8027	therapist	治療師	noun		中高級		5
8028	thereafter	此後、以後	adv.		中高級		6
8029	thereby	因此、從而	adv.		中高級	L8	5
8030	thermal	熱量的、保暖的；上升暖氣流	adj./noun		中高級		
8031	thermometer	溫度計、體溫計	noun		中高級		6
8032	thermos	保溫瓶	noun		中高級		
8033	thesaurus	同義詞詞典	noun		中高級		
8034	thesis	學位論文	noun		中高級	L7	5
8035	thicken	變厚、變濃、變稠	verb		中高級		
8036	thickness	厚、厚度	noun		中高級		
8037	thigh	大腿	noun		中高級		5
8038	thorn	(植物)刺、荊棘	noun		中高級		
8039	thorny	棘手的、引起爭議的、多刺的	adj.		中高級		
8040	threshold	門檻、閾值	noun		中高級		5
8041	thrift	節約、節儉	noun		中高級		
8042	thrifty	節約的、節儉的	adj.		中高級		
8043	thrill	興奮感；使非常激動	noun/verb		中高級		5
8044	thriller	驚悚小說(電影)	noun		中高級		5
8045	thrive	繁榮、茁壯成長	verb		中高級		5
8046	throb	抽動、抽痛、(強烈有節奏地)跳動；抽動、抽痛	verb/noun		中高級		
8047	throne	寶座、王位	noun		中高級		5
8048	throng	一大群人；群集、擁向	noun/verb		中高級		
